,CIK,Company Name,Form Type,Date Filed,Filename,Is Loan Agreement
0,1000045,NICHOLAS FINANCIAL INC,8-K,2020-01-31,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-002843.txt,False
1,1000045,NICHOLAS FINANCIAL INC,8-K,2020-02-06,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-003598.txt,False
2,1000045,NICHOLAS FINANCIAL INC,8-K,2020-02-21,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-005611.txt,False
3,1000045,NICHOLAS FINANCIAL INC,8-K,2020-02-25,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-006409.txt,False
4,1000209,MEDALLION FINANCIAL CORP,8-K,2020-01-30,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-019141.txt,False
5,1000209,MEDALLION FINANCIAL CORP,8-K,2020-02-03,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-022930.txt,True
6,1000209,MEDALLION FINANCIAL CORP,8-K,2020-02-20,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-043508.txt,False
7,1000228,HENRY SCHEIN INC,8-K,2020-02-20,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-20-000014.txt,False
8,1000229,CORE LABORATORIES N V,8-K,2020-01-14,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-001092.txt,False
9,1000229,CORE LABORATORIES N V,8-K,2020-01-29,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-002491.txt,False
10,1000229,CORE LABORATORIES N V,8-K,2020-03-05,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-008962.txt,False
11,1000229,CORE LABORATORIES N V,8-K,2020-03-16,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-011216.txt,False
12,1000229,CORE LABORATORIES N V,8-K,2020-03-27,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-013591.txt,False
13,1000230,OPTICAL CABLE CORP,8-K,2020-01-28,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-20-001288.txt,False
14,1000230,OPTICAL CABLE CORP,8-K,2020-03-17,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-20-005432.txt,False
15,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2020-01-31,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-20-000384.txt,False
16,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2020-02-20,https://www.sec.gov/Archives/edgar/data/1000232/0001000232-20-000002.txt,False
17,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2020-03-13,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-20-032774.txt,False
