,CIK,Company Name,Form Type,Date Filed,Filename,Is Loan Agreement
165,100716,UNICO AMERICAN CORP,8-K,2021-09-07,https://www.sec.gov/Archives/edgar/data/100716/0001654954-21-009842.txt,False
166,100716,UNICO AMERICAN CORP,8-K,2021-09-13,https://www.sec.gov/Archives/edgar/data/100716/0001654954-21-010042.txt,False
167,100716,UNICO AMERICAN CORP,8-K,2021-09-22,https://www.sec.gov/Archives/edgar/data/100716/0001654954-21-010302.txt,False
168,100716,UNICO AMERICAN CORP,8-K,2021-09-30,https://www.sec.gov/Archives/edgar/data/100716/0001654954-21-010618.txt,False
169,100726,UNIFI INC,8-K,2021-08-04,https://www.sec.gov/Archives/edgar/data/100726/0001564590-21-040893.txt,False
170,1007273,BANK OF SOUTH CAROLINA CORP,8-K,2021-07-08,https://www.sec.gov/Archives/edgar/data/1007273/0001564590-21-036039.txt,False
171,1007273,BANK OF SOUTH CAROLINA CORP,8-K,2021-09-23,https://www.sec.gov/Archives/edgar/data/1007273/0001564590-21-048679.txt,False
172,1007587,KVH INDUSTRIES INC \DE\,8-K,2021-07-30,https://www.sec.gov/Archives/edgar/data/1007587/0001007587-21-000009.txt,False
173,1007587,KVH INDUSTRIES INC \DE\,8-K,2021-09-29,https://www.sec.gov/Archives/edgar/data/1007587/0001007587-21-000011.txt,False
174,100826,UNION ELECTRIC CO,8-K,2021-08-25,https://www.sec.gov/Archives/edgar/data/100826/0001193125-21-256442.txt,False
175,1008586,STREAMLINE HEALTH SOLUTIONS INC.,8-K,2021-08-02,https://www.sec.gov/Archives/edgar/data/1008586/0001493152-21-018290.txt,False
176,1008586,STREAMLINE HEALTH SOLUTIONS INC.,8-K,2021-08-18,https://www.sec.gov/Archives/edgar/data/1008586/0001493152-21-020544.txt,False
177,1008586,STREAMLINE HEALTH SOLUTIONS INC.,8-K,2021-08-30,https://www.sec.gov/Archives/edgar/data/1008586/0001493152-21-021559.txt,True
178,1008586,STREAMLINE HEALTH SOLUTIONS INC.,8-K,2021-09-02,https://www.sec.gov/Archives/edgar/data/1008586/0001493152-21-021870.txt,False
179,1008586,STREAMLINE HEALTH SOLUTIONS INC.,8-K,2021-09-08,https://www.sec.gov/Archives/edgar/data/1008586/0001493152-21-022210.txt,False
180,1008586,STREAMLINE HEALTH SOLUTIONS INC.,8-K,2021-09-17,https://www.sec.gov/Archives/edgar/data/1008586/0001493152-21-022934.txt,False
181,1008654,TUPPERWARE BRANDS CORP,8-K,2021-08-04,https://www.sec.gov/Archives/edgar/data/1008654/0001008654-21-000057.txt,False
182,1008654,TUPPERWARE BRANDS CORP,8-K,2021-08-24,https://www.sec.gov/Archives/edgar/data/1008654/0001008654-21-000076.txt,False
183,1008848,ACORDA THERAPEUTICS INC,8-K,2021-07-23,https://www.sec.gov/Archives/edgar/data/1008848/0001564590-21-037686.txt,False
184,1008848,ACORDA THERAPEUTICS INC,8-K,2021-08-05,https://www.sec.gov/Archives/edgar/data/1008848/0001564590-21-041567.txt,False
185,1008848,ACORDA THERAPEUTICS INC,8-K,2021-08-23,https://www.sec.gov/Archives/edgar/data/1008848/0001564590-21-045426.txt,False
186,1008848,ACORDA THERAPEUTICS INC,8-K,2021-09-09,https://www.sec.gov/Archives/edgar/data/1008848/0001564590-21-047412.txt,False
187,1008848,ACORDA THERAPEUTICS INC,8-K,2021-09-21,https://www.sec.gov/Archives/edgar/data/1008848/0001564590-21-048366.txt,False
188,100885,UNION PACIFIC CORP,8-K,2021-07-22,https://www.sec.gov/Archives/edgar/data/100885/0000100885-21-000247.txt,False
189,100885,UNION PACIFIC CORP,8-K,2021-08-10,https://www.sec.gov/Archives/edgar/data/100885/0000100885-21-000255.txt,False
