,CIK,Company Name,Form Type,Date Filed,Filename,Is Loan Agreement
0,1000045,NICHOLAS FINANCIAL INC,8-K,2020-04-03,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-015116.txt,False
1,1000045,NICHOLAS FINANCIAL INC,8-K,2020-04-15,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-016816.txt,False
2,1000045,NICHOLAS FINANCIAL INC,8-K,2020-06-04,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-20-028299.txt,False
3,1000045,NICHOLAS FINANCIAL INC,8-K,2020-06-29,https://www.sec.gov/Archives/edgar/data/1000045/0001176256-20-000243.txt,False
4,1000209,MEDALLION FINANCIAL CORP,8-K,2020-04-30,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-128812.txt,False
5,1000209,MEDALLION FINANCIAL CORP,8-K,2020-06-04,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-160730.txt,True
6,1000209,MEDALLION FINANCIAL CORP,8-K,2020-06-22,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-174856.txt,False
7,1000209,MEDALLION FINANCIAL CORP,8-K,2020-06-24,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-20-177637.txt,False
8,1000228,HENRY SCHEIN INC,8-K,2020-04-06,https://www.sec.gov/Archives/edgar/data/1000228/0001193125-20-098912.txt,False
9,1000228,HENRY SCHEIN INC,8-K,2020-04-20,https://www.sec.gov/Archives/edgar/data/1000228/0001193125-20-112187.txt,True
10,1000228,HENRY SCHEIN INC,8-K,2020-05-05,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-20-000031.txt,False
11,1000228,HENRY SCHEIN INC,8-K,2020-05-26,https://www.sec.gov/Archives/edgar/data/1000228/0001193125-20-151575.txt,False
12,1000228,HENRY SCHEIN INC,8-K,2020-06-22,https://www.sec.gov/Archives/edgar/data/1000228/0001193125-20-175618.txt,False
13,1000228,HENRY SCHEIN INC,8-K,2020-06-25,https://www.sec.gov/Archives/edgar/data/1000228/0001193125-20-178254.txt,False
14,1000229,CORE LABORATORIES N V,8-K,2020-04-22,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-017947.txt,False
15,1000229,CORE LABORATORIES N V,8-K,2020-04-28,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-20-019199.txt,False
