,CIK,Company Name,Form Type,Date Filed,Filename,Is Loan Agreement
0,1000045,NICHOLAS FINANCIAL INC,8-K,2021-01-25,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-21-002004.txt,False
1,1000045,NICHOLAS FINANCIAL INC,8-K,2021-02-03,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-21-003940.txt,False
2,1000045,NICHOLAS FINANCIAL INC,8-K,2021-03-08,https://www.sec.gov/Archives/edgar/data/1000045/0001564590-21-011365.txt,False
3,1000209,MEDALLION FINANCIAL CORP,8-K,2021-01-29,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-21-021873.txt,False
4,1000209,MEDALLION FINANCIAL CORP,8-K,2021-02-17,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-21-046502.txt,False
5,1000209,MEDALLION FINANCIAL CORP,8-K,2021-03-01,https://www.sec.gov/Archives/edgar/data/1000209/0001193125-21-062601.txt,False
6,1000228,HENRY SCHEIN INC,8-K,2021-02-10,https://www.sec.gov/Archives/edgar/data/1000228/0001193125-21-035462.txt,False
7,1000228,HENRY SCHEIN INC,8-K,2021-02-17,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-21-000016.txt,False
8,1000228,HENRY SCHEIN INC,8-K,2021-03-08,https://www.sec.gov/Archives/edgar/data/1000228/0001193125-21-072310.txt,False
9,1000229,CORE LABORATORIES N V,8-K,2021-01-15,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-21-001332.txt,False
10,1000229,CORE LABORATORIES N V,8-K,2021-01-27,https://www.sec.gov/Archives/edgar/data/1000229/0001564590-21-002638.txt,False
11,1000230,OPTICAL CABLE CORP,8-K,2021-03-16,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-21-006125.txt,False
12,1000230,OPTICAL CABLE CORP,8-K,2021-03-31,https://www.sec.gov/Archives/edgar/data/1000230/0001437749-21-007747.txt,False
13,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2021-01-27,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-21-000411.txt,False
14,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2021-01-27,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-21-000414.txt,False
15,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2021-01-28,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-21-000494.txt,False
16,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2021-02-01,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-21-000598.txt,False
17,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2021-02-01,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-21-000599.txt,False
18,1000232,KENTUCKY BANCSHARES INC /KY/,8-K,2021-02-23,https://www.sec.gov/Archives/edgar/data/1000232/0001558370-21-001486.txt,False
19,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2021-03-11,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-21-035007.txt,False
20,1000298,IMPAC MORTGAGE HOLDINGS INC,8-K,2021-03-22,https://www.sec.gov/Archives/edgar/data/1000298/0001104659-21-039697.txt,False
21,1000623,SCHWEITZER MAUDUIT INTERNATIONAL INC,8-K,2021-01-27,https://www.sec.gov/Archives/edgar/data/1000623/0001104659-21-007882.txt,True
22,1000623,SCHWEITZER MAUDUIT INTERNATIONAL INC,8-K,2021-02-10,https://www.sec.gov/Archives/edgar/data/1000623/0001104659-21-016819.txt,True
23,1000623,SCHWEITZER MAUDUIT INTERNATIONAL INC,8-K,2021-02-18,https://www.sec.gov/Archives/edgar/data/1000623/0001000623-21-000036.txt,False
24,1000623,SCHWEITZER MAUDUIT INTERNATIONAL INC,8-K,2021-03-08,https://www.sec.gov/Archives/edgar/data/1000623/0001104659-21-032921.txt,False
25,1000683,BLONDER TONGUE LABORATORIES INC,8-K,2021-01-11,https://www.sec.gov/Archives/edgar/data/1000683/0001213900-21-001492.txt,True
26,1000683,BLONDER TONGUE LABORATORIES INC,8-K,2021-02-01,https://www.sec.gov/Archives/edgar/data/1000683/0001213900-21-005837.txt,True
27,1000683,BLONDER TONGUE LABORATORIES INC,8-K,2021-03-05,https://www.sec.gov/Archives/edgar/data/1000683/0001213900-21-013613.txt,False
28,1000683,BLONDER TONGUE LABORATORIES INC,8-K,2021-03-11,https://www.sec.gov/Archives/edgar/data/1000683/0001213900-21-014866.txt,False
29,1000683,BLONDER TONGUE LABORATORIES INC,8-K,2021-03-12,https://www.sec.gov/Archives/edgar/data/1000683/0001213900-21-015005.txt,False
30,1000694,NOVAVAX INC,8-K,2021-01-07,https://www.sec.gov/Archives/edgar/data/1000694/0001104659-21-002059.txt,False
31,1000694,NOVAVAX INC,8-K,2021-01-11,https://www.sec.gov/Archives/edgar/data/1000694/0001104659-21-002735.txt,False
32,1000694,NOVAVAX INC,8-K,2021-01-22,https://www.sec.gov/Archives/edgar/data/1000694/0001104659-21-006716.txt,False
33,1000694,NOVAVAX INC,8-K,2021-02-19,https://www.sec.gov/Archives/edgar/data/1000694/0001104659-21-025803.txt,False
34,1000694,NOVAVAX INC,8-K,2021-03-02,https://www.sec.gov/Archives/edgar/data/1000694/0001104659-21-030851.txt,False
35,1000697,WATERS CORP /DE/,8-K,2021-01-12,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-21-006755.txt,False
36,1000697,WATERS CORP /DE/,8-K,2021-02-02,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-21-025262.txt,False
37,1000697,WATERS CORP /DE/,8-K,2021-03-04,https://www.sec.gov/Archives/edgar/data/1000697/0001193125-21-068477.txt,False
38,1000753,"INSPERITY, INC.",8-K,2021-02-11,https://www.sec.gov/Archives/edgar/data/1000753/0001000753-21-000007.txt,False
39,1000753,"INSPERITY, INC.",8-K,2021-02-26,https://www.sec.gov/Archives/edgar/data/1000753/0001000753-21-000014.txt,False
40,1001082,DISH Network CORP,8-K,2021-01-05,https://www.sec.gov/Archives/edgar/data/1001082/0001001082-21-000008.txt,False
41,1001082,DISH Network CORP,8-K,2021-02-04,https://www.sec.gov/Archives/edgar/data/1001082/0001001082-21-000012.txt,False
42,1001115,GEOSPACE TECHNOLOGIES CORP,8-K,2021-01-22,https://www.sec.gov/Archives/edgar/data/1001115/0001193125-21-014706.txt,False
43,1001115,GEOSPACE TECHNOLOGIES CORP,8-K,2021-02-04,https://www.sec.gov/Archives/edgar/data/1001115/0001193125-21-028243.txt,False
44,1001115,GEOSPACE TECHNOLOGIES CORP,8-K,2021-02-05,https://www.sec.gov/Archives/edgar/data/1001115/0001193125-21-030060.txt,False
45,1001115,GEOSPACE TECHNOLOGIES CORP,8-K,2021-03-29,https://www.sec.gov/Archives/edgar/data/1001115/0001193125-21-097686.txt,True
46,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-01-05,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-000110.txt,False
47,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-01-14,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-001184.txt,False
48,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-02-23,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-005798.txt,False
49,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-03-02,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-006949.txt,False
50,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-03-11,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-008102.txt,False
51,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-03-18,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-009061.txt,False
52,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-03-19,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-009318.txt,False
53,1001171,BROADWAY FINANCIAL CORP \DE\,8-K,2021-03-29,https://www.sec.gov/Archives/edgar/data/1001171/0001140361-21-010368.txt,False
54,1001233,"SANGAMO THERAPEUTICS, INC",8-K,2021-01-06,https://www.sec.gov/Archives/edgar/data/1001233/0001628280-21-000204.txt,False
55,1001233,"SANGAMO THERAPEUTICS, INC",8-K,2021-01-14,https://www.sec.gov/Archives/edgar/data/1001233/0001193125-21-008664.txt,False
56,1001233,"SANGAMO THERAPEUTICS, INC",8-K,2021-01-28,https://www.sec.gov/Archives/edgar/data/1001233/0001628280-21-000921.txt,False
57,1001233,"SANGAMO THERAPEUTICS, INC",8-K,2021-02-24,https://www.sec.gov/Archives/edgar/data/1001233/0001628280-21-003061.txt,False
